Trip ID,Booking User ID,Pick Up Latitude,Pick Up Longitude,Drop Off Latitude,Drop Off Longitude,Pick Up Address,Drop Off Address,Trip Date and Time,Total Passengers,Age
730729,56301,30.2639987,-97.7296829,30.2703689,-97.7503908,"East End, E 6th St, Austin, United States, 78702","Green Light Social, West 6th Street, Austin, TX, USA",9/6/25 0:15,12,28
730728,334990,30.2857761,-97.743759,30.2669106,-97.7391248,"West Campus, Nueces St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/6/25 0:15,14,20
730725,568485,30.2654934,-97.7361143,30.1805938,-97.6863795,"507 Sabine Street, Austin, TX, USA","The Concourse Project, Burleson Road, Austin, TX, USA",9/6/25 0:14,7,34
730720,255453,30.270184,-97.748327,30.290488,-97.748764,"Market District, Nueces St, Austin, United States, 78701","University of Texas KA house, Leon Street, Austin, TX, USA",9/6/25 0:20,6,23
730719,253520,30.2865271,-97.7437558,30.269194,-97.7476628,"The Drag, Nueces St, Austin, United States, 78705","Mayfair Austin, West 6th Street, Austin, TX, USA",9/6/25 0:08,14,20
730717,584711,30.2855413,-97.7445178,30.2669106,-97.7391248,"West Campus, W 22nd St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/6/25 0:13,6,19
730712,332686,30.2873841,-97.745053,30.2703075,-97.7484259,"West Campus, Rio Grande St, Austin, United States, 78705","Wiggle Room, Nueces Street, Austin, TX, USA",9/6/25 0:09,8,21
730711,481778,30.2698745,-97.7494132,30.2560646,-97.7283672,"Market District, W 6th St, Austin, United States, 78701","1613 Canterbury Street, Austin, TX, USA",9/6/25 0:05,14,31
730708,121266,30.3285349,-97.714281,30.2634183,-97.7272288,"Highland, Highland Campus Dr, Austin, United States, 78752","HOTEL VEGAS, East 6th Street, Austin, TX, USA",9/6/25 0:13,13,23
730706,216650,30.2951701,-97.7439605,30.2088553,-97.7386404,"West Campus, Rio Grande St, Austin, United States, 78705","4211 Todd Lane, Austin, TX, USA",9/6/25 0:04,7,21
730705,264288,30.2864662,-97.7506178,30.2703689,-97.7503908,"West Campus, W 22 1/2 St, Austin, United States, 78705","Green Light Social, West 6th Street, Austin, TX, USA",9/6/25 0:05,14,21
730702,195176,30.291709,-97.7443329,30.266517,-97.7381128,"West Campus, Rio Grande St, Austin, United States, 78705","Two Bucks, East 6th Street, Austin, TX, USA",9/6/25 0:05,6,20
730701,385558,30.2878127,-97.745367,30.270302,-97.7485024,"West Campus, W 24th St, Austin, United States, 78705","The Cat's Pajamas, Nueces Street, Austin, TX, USA",9/6/25 0:01,8,37
730698,582853,30.2872703,-97.7426783,30.2662562,-97.7355382,"The Drag, San Antonio St, Austin, United States, 78705","Mala Vida, East 6th Street, Austin, TX, USA",9/6/25 0:08,10,18
730697,142857,30.2855785,-97.7439926,30.2669106,-97.7391248,"West Campus, Nueces St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/6/25 0:01,5,21
730696,220766,30.2836362,-97.7445537,30.270302,-97.7485024,"West Campus, Nueces St, Austin, United States, 78705","The Cat's Pajamas, Nueces Street, Austin, TX, USA",9/6/25 0:01,9,25
730693,440509,30.290917,-97.7461382,30.3047655,-97.7181281,"West Campus, San Pedro St, Austin, United States, 78705","4509 Depew Avenue, Austin, TX, USA",9/5/25 23:59,9,21
730691,71195,30.2739379,-97.7632705,30.2694279,-97.7498903,"West End, W 5th St, Austin, United States, 78703","The Betty, Rio Grande Street, Austin, TX, USA",9/6/25 0:00,8,30
730690,251990,30.2619671,-97.7226868,30.27027,-97.749694,"East End, E 6th St, Austin, United States, 78702","Buford's, West 6th Street, Austin, TX, USA",9/6/25 0:01,9,27
730689,37748,30.2639337,-97.730065,30.270302,-97.7485023,"East End, E 6th St, Austin, United States, 78702","Beez Kneez, Nueces Street, Austin, TX, USA",9/6/25 0:00,9,25
730688,594834,30.2942588,-97.7417405,30.2703689,-97.7503908,"North University, Guadalupe St, Austin, United States, 78705","Green Light Social, West 6th Street, Austin, TX, USA",9/5/25 23:59,14,21
730685,79768,30.2909159,-97.7459149,30.2703689,-97.7503908,"West Campus, W 26th St, Austin, United States, 78705","Green Light Social, West 6th Street, Austin, TX, USA",9/5/25 23:55,14,21
730684,595020,30.2649497,-97.7316417,30.352353,-97.9197406,"East End, E 6th St, Austin, United States, 78702","205 Lago Verde Road, Austin, TX, USA",9/5/25 23:58,7,30
730676,390071,30.2829505,-97.7428619,30.3533048,-97.715511,"The Drag, San Antonio St, Austin, United States, 78705","8120 Research Boulevard, Austin, TX, USA",9/5/25 23:56,10,19
730672,191131,30.2942064,-97.7417367,30.2786606,-97.7446707,"North University, Guadalupe St, Austin, United States, 78705","Green Light Social, West 6th Street, Austin, TX, USA",9/5/25 23:49,8,21
730670,402679,30.2882147,-97.7478557,30.2667569,-97.7391877,"West Campus, San Gabriel St, Austin, United States, 78705","The Rooftop On 6th, East 6th Street, Austin, TX, USA",9/5/25 23:48,13,23
730664,94291,30.2266265,-97.760993,30.2639558,-97.7406737,"St. Edwards, S Congress Ave, Austin, United States, 78704","Reina Rooftop, Trinity Street, Austin, TX, USA",9/5/25 23:54,13,24
730663,488872,30.2867647,-97.7461877,30.2664923,-97.7371845,"West Campus, W 23rd St, Austin, United States, 78705","E 6th St & Red River Street, Austin, TX, USA",9/5/25 23:48,8,22
730662,594294,30.2851361,-97.7435634,30.2639558,-97.7406737,"West Campus, W 22nd St, Austin, United States, 78705","Reina Rooftop, Trinity Street, Austin, TX, USA",9/5/25 23:46,7,18
730661,99777,30.2842875,-97.7463059,30.2640032,-97.7287525,"West Campus, W 21st St, Austin, United States, 78705","Latchkey, East 6th Street, Austin, TX, USA",9/5/25 23:48,7,21
730660,147188,30.3512042,-97.7348302,30.2640032,-97.7287525,"Allandale, Daugherty St, Austin, United States, 78757","Latchkey, East 6th Street, Austin, TX, USA",9/5/25 23:51,6,24
730656,596524,30.2667782,-97.7403887,30.2642084,-97.7434655,"Sixth Street, San Jacinto Blvd, Austin, United States, 78701","JW Marriott Austin, East 2nd Street, Austin, TX, USA",9/5/25 23:46,6,52
730654,358363,30.2852785,-97.7432601,30.2639558,-97.7406737,"West Campus, San Antonio St, Austin, United States, 78705","Reina Rooftop, Trinity Street, Austin, TX, USA",9/5/25 23:44,5,20
730652,74428,30.2618542,-97.7226333,30.2639558,-97.7406737,"East End, E 6th St, Austin, United States, 78702","Reina Rooftop, Trinity Street, Austin, TX, USA",9/5/25 23:47,14,22
730647,436855,30.2940941,-97.7410246,30.2875504,-97.7491798,"North University, Hemphill Park, Austin, United States, 78705","2305 Leon Street, Austin, TX, USA",9/5/25 23:44,8,20
730646,278574,30.2633979,-97.7277885,30.2696294,-97.7494138,"East End, E 6th St, Austin, United States, 78702","Dirty Bill's, Rio Grande Street, Austin, TX, USA",9/5/25 23:42,8,24
730641,596514,30.2818771,-97.7358418,30.2677078,-97.7405088,"University Campus, Jester Cir, Austin, United States, 78705","222 East 6th Street, Austin, TX, USA",9/5/25 23:44,9,18
730638,593287,30.2670732,-97.7397914,30.2480959,-97.7542181,"Blind Pig Pub, East 6th Street, Austin, TX, USA","402 West Milton Street, Austin, TX, USA",9/5/25 23:45,14,38
730636,286007,30.2839488,-97.7435221,30.2703689,-97.7503908,"West Campus, W 21st St, Austin, United States, 78705","Green Light Social, West 6th Street, Austin, TX, USA",9/5/25 23:39,8,21
730634,546453,30.2452752,-97.7300764,30.2641192,-97.7292582,"Riverside, S Lakeshore Blvd, Austin, United States, 78741","The Lucky Duck, East 6th Street, Austin, TX, USA",9/5/25 23:47,7,24
730632,271640,30.3048177,-97.7182054,30.2669106,-97.7391248,"Northfield, Depew Ave, Austin, United States, 78751","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 23:40,11,19
730628,353454,30.2844286,-97.7445466,30.2669106,-97.7391248,"West Campus, Rio Grande St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 23:38,8,20
730624,222620,30.2849203,-97.7495573,30.27027,-97.749694,"West Campus, Robbins Pl, Austin, United States, 78705","Buford's, West 6th Street, Austin, TX, USA",9/5/25 23:38,10,21
730618,115580,30.251231,-97.7022801,30.270302,-97.7485024,"Govalle, E Cesar Chavez St, Austin, United States, 78702","The Cat's Pajamas, Nueces Street, Austin, TX, USA",9/5/25 23:38,13,19
730611,595371,30.2648646,-97.8135528,30.265047,-97.731573,"Stoneridge Rd, Austin, United States, 78746","Shangri-La, East 6th Street, Austin, TX, USA",9/5/25 23:44,14,30
730609,381486,30.2849937,-97.742727,30.2669106,-97.7391248,"The Drag, W 22nd St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 23:35,10,19
730607,500878,30.2641604,-97.7294528,30.4073735,-97.9350489,"East End, Attayac St, Austin, United States, 78702","4424 Eck Lane, Austin, TX, USA",9/5/25 23:30,12,28
730605,440543,30.2886434,-97.7506709,30.267576,-97.740077,"West Campus, W 24th St, Austin, United States, 78705","Wild Greg's Saloon Austin, East 6th Street, Austin, TX, USA",9/5/25 23:31,11,21
730602,246087,30.2858028,-97.7434637,30.27027,-97.749694,"West Campus, Nueces St, Austin, United States, 78705","Buford's, West 6th Street, Austin, TX, USA",9/5/25 23:32,9,21
730598,564587,30.3045283,-97.8470308,30.2789089,-97.8366891,"Newhall Cove, Austin, United States, 78746","5928 Cape Coral Drive, Austin, TX, USA",9/5/25 23:40,4,37
730597,211436,30.2625253,-97.7435701,30.3796138,-97.6651155,"Downtown, Brazos St, Austin, United States, 78701","11612 February Dr, Austin, TX 78753, USA",9/5/25 23:30,12,28
730592,10805,30.2602847,-97.7392973,30.2684109,-97.7413784,"Downtown, Davis St, Austin, United States, 78701","Here Nor There, Brazos Street, Austin, TX, USA",9/5/25 23:30,5,25
730591,211590,30.2280305,-97.7503212,30.2641192,-97.7292582,"St. Edwards, Woodward St, Austin, United States, 78704","The Lucky Duck, East 6th Street, Austin, TX, USA",9/5/25 23:45,7,20
730590,596437,30.285297,-97.7441906,30.2667569,-97.7391877,"West Campus, Nueces St, Austin, United States, 78705","The Rooftop On 6th, East 6th Street, Austin, TX, USA",9/5/25 23:27,6,21
730584,46066,30.254984,-97.7620261,30.2697219,-97.7493899,"Zilker, S Lamar Blvd, Austin, United States, 78704","Key Bar, West 6th Street, Austin, TX, USA",9/5/25 23:28,14,26
730581,185272,30.3361923,-97.7204113,30.2703075,-97.7484259,"Brentwood, N Lamar Blvd, Austin, United States, 78752","Wiggle Room, Nueces Street, Austin, TX, USA",9/5/25 23:31,6,20
730580,595909,30.2625679,-97.726885,30.4566767,-97.6612133,"East End, Comal St, Austin, United States, 78702","Mavericks Dance Hall, Grand Avenue Parkway, Pflugerville, TX, USA",9/5/25 23:27,14,32
730578,71250,30.2904864,-97.7492505,30.2915304,-97.7413923,"West Campus, Leon St, Austin, United States, 78705","Mockingbird Saloon, Guadalupe Street, Austin, TX, USA",9/5/25 23:23,9,23
730577,596461,30.2843658,-97.7441997,30.2669106,-97.7391248,"West Campus, Nueces St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 23:22,8,19
730575,80475,30.2855016,-97.7431795,30.2672528,-97.7391028,"West Campus, San Antonio St, Austin, United States, 78705","Chupacabra Cantina, East 6th Street, Austin, TX, USA",9/5/25 23:23,8,21
730571,84548,30.2476513,-97.7716002,30.2866193,-97.7449191,"South Lamar, S Lamar Blvd, Austin, United States, 78704","Raku Sushi & Asian Bistro, Rio Grande Street, Austin, TX, USA",9/5/25 23:23,11,21
730567,334983,30.2907554,-97.7494788,30.3047655,-97.7181281,"West Campus, Leon St, Austin, United States, 78705","4509 Depew Avenue, Austin, TX, USA",9/5/25 23:19,12,20
730566,347762,30.2851192,-97.7435307,30.2703075,-97.7484259,"West Campus, W 22nd St, Austin, United States, 78705","Wiggle Room, Nueces Street, Austin, TX, USA",9/5/25 23:19,7,20
730562,166524,30.2708098,-97.7344704,30.2634183,-97.7272288,"Red River District, E 11th St, Austin, United States, 78701","HOTEL VEGAS, East 6th Street, Austin, TX, USA",9/5/25 23:22,13,23
730561,584551,30.288233,-97.7463693,30.2639558,-97.7406737,"West Campus, Pearl St, Austin, United States, 78705","206 Trinity Street, Austin, TX, USA",9/5/25 23:18,12,18
730557,180267,30.2795201,-97.7605104,30.2634183,-97.7272288,"Clarksville, W 10th St, Austin, United States, 78703","HOTEL VEGAS, East 6th Street, Austin, TX, USA",9/5/25 23:18,13,23
730555,596448,30.2842778,-97.7426141,30.2668333,-97.7382753,"The Drag, San Antonio St, Austin, United States, 78705","Sixth Street Historic District, Austin, TX, USA",9/5/25 23:24,9,21
730554,37876,30.2720766,-97.8128091,30.2647627,-97.7375647,"Allen Rd, Austin, United States, 78746","The Escape Game Austin, Red River Street, Austin, TX, USA",9/5/25 23:25,8,22
730551,342908,30.2854306,-97.7437101,30.2703075,-97.7484259,"West Campus, Nueces St, Austin, United States, 78705","Wiggle Room, Nueces Street, Austin, TX, USA",9/5/25 23:16,14,19
730550,331694,30.2661265,-97.7455048,30.2107116,-97.9997153,"Warehouse District, Colorado St, Austin, United States, 78701","115 Sundown Ridge, Austin, TX, USA",9/5/25 23:16,7,26
730549,362754,30.2856191,-97.7442302,30.2669106,-97.7391248,"West Campus, Nueces St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 23:14,5,19
730544,89226,30.3034541,-97.6820944,30.2685947,-97.7280829,"Pecan Springs-springdale, Manor Rd, Austin, United States, 78723","Nickel City, East 11th Street, Austin, TX, USA",9/5/25 23:24,8,26
730542,440309,30.2669022,-97.7389952,30.2858573,-97.7441105,"Sixth Street, E 6th St, Austin, United States, 78701","Rise at West Campus, Nueces Street, Austin, TX, USA",9/5/25 23:15,9,19
730533,209809,30.2864446,-97.7432876,30.2670242,-97.7395484,"The Drag, W 23rd St, Austin, United States, 78705","Thirsty Nickel, East 6th Street, Austin, TX, USA",9/5/25 23:14,9,20
730529,132338,30.2895984,-97.7465629,30.269194,-97.7476628,"West Campus, Pearl St, Austin, United States, 78705","Mayfair Austin, West 6th Street, Austin, TX, USA",9/5/25 23:11,10,22
730528,271246,30.2850545,-97.7434549,30.2703075,-97.7484259,"West Campus, W 22nd St, Austin, United States, 78705","Wiggle Room, Nueces Street, Austin, TX, USA",9/5/25 23:12,11,21
730520,334226,30.2850894,-97.7435013,30.2703075,-97.7484259,"West Campus, W 22nd St, Austin, United States, 78705","Wiggle Room, Nueces Street, Austin, TX, USA",9/5/25 23:10,13,19
730515,181297,30.2853837,-97.7434418,30.2639558,-97.7406737,"West Campus, W 22nd St, Austin, United States, 78705","Reina Rooftop, Trinity Street, Austin, TX, USA",9/5/25 23:09,14,20
730514,128165,30.2686312,-97.7414306,30.2662955,-97.7451516,"Congress Ave District, Brazos St, Austin, United States, 78701","Coconut Club, Colorado Street, Austin, TX, USA",9/5/25 23:06,11,28
730508,42017,30.3090778,-97.7235711,30.2741122,-97.7633659,"4600 Duval Street, Austin, TX, USA","Donn's Depot, West 5th Street, Austin, TX, USA",9/5/25 23:12,13,26
730507,273489,30.2797057,-97.6911569,30.2635494,-97.7273018,"Mlk, Luna St, Austin, United States, 78721","1502 E 6th St, Austin, TX 78702, United States",9/5/25 23:18,10,23
730497,595900,30.2769388,-97.7070687,30.2670288,-97.7383848,"East Austin, E 13th St, Austin, United States, 78702","Mala Fama, East 6th Street, Austin, TX, USA",9/5/25 23:09,6,22
730495,585858,30.285568,-97.7337393,30.2677078,-97.7405088,"University Campus, San Jacinto Blvd, Austin, United States, 78712","222 East 6th Street, Austin, TX, USA",9/5/25 23:07,10,18
730494,182510,30.2886525,-97.7472884,30.27027,-97.749694,"West Campus, San Gabriel St, Austin, United States, 78705","Buford's, West 6th Street, Austin, TX, USA",9/5/25 23:03,8,21
730493,529972,30.2635677,-97.7276483,30.2670911,-97.7368338,"East End, E 6th St, Austin, United States, 78702","Barbarella Austin, Red River Street, Austin, TX, USA",9/5/25 23:07,4,29
730491,585876,30.282125,-97.7364812,30.3047655,-97.7181281,"University Campus, E 21st St, Austin, United States, 78705","4509 Depew Avenue, Austin, TX, USA",9/5/25 23:07,11,18
730489,465194,30.2709378,-97.7335687,30.2634183,-97.7272288,"Red River District, N IH-35 Service Rd, Austin, United States, 78701","HOTEL VEGAS, East 6th Street, Austin, TX, USA",9/5/25 23:06,14,23
730487,277896,30.287305,-97.7461975,30.2669106,-97.7391248,"West Campus, W 23rd St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 23:01,9,19
730486,534517,30.2864575,-97.7469654,30.27027,-97.749694,"West Campus, W 22 1/2 St, Austin, United States, 78705","Buford's, West 6th Street, Austin, TX, USA",9/5/25 23:05,8,21
730485,112349,30.2832649,-97.692587,30.2640032,-97.7287525,"Mlk, Perez St, Austin, United States, 78721","Latchkey, East 6th Street, Austin, TX, USA",9/5/25 23:08,14,27
730484,419600,30.2639878,-97.7297188,30.27027,-97.749694,"East End, E 6th St, Austin, United States, 78702","Buford's, West 6th Street, Austin, TX, USA",9/5/25 23:02,10,23
730478,245870,30.2900304,-97.7495952,30.2669106,-97.7391248,"West Campus, Leon St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 23:02,7,19
730477,146917,30.2833114,-97.6925185,30.2640032,-97.7287525,"Mlk, Perez St, Austin, United States, 78721","Latchkey, East 6th Street, Austin, TX, USA",9/5/25 23:11,13,26
730472,240242,30.2512045,-97.7022849,30.2640032,-97.7287525,"Govalle, E Cesar Chavez St, Austin, United States, 78702","Latchkey, East 6th Street, Austin, TX, USA",9/5/25 23:04,8,22
730470,580212,30.2835939,-97.7446004,30.2639558,-97.7406737,"West Campus, Rio Grande St, Austin, United States, 78705","Reina Rooftop, Trinity Street, Austin, TX, USA",9/5/25 22:59,8,20
730469,30555,30.2915701,-97.7471592,30.274502,-97.765019,"Shoal Crest, Poplar St, Austin, United States, 78705","Mean Eyed Cat, West 5th Street, Austin, TX, USA",9/5/25 22:59,12,22
730466,481778,30.2662955,-97.7451516,30.2696294,-97.7494138,"Coconut Club, Colorado Street, Austin, TX, USA","Dirty Bill's, Rio Grande Street, Austin, TX, USA",9/5/25 22:58,14,31
730464,57914,30.2829841,-97.7442841,30.270302,-97.7485024,"West Campus, Nueces St, Austin, United States, 78705","The Cat's Pajamas, Nueces Street, Austin, TX, USA",9/5/25 22:59,11,25
730459,308741,30.1957738,-97.8257175,30.2641192,-97.7292582,"South Austin, Avocet Dr, Austin, United States, 78745","The Lucky Duck, East 6th Street, Austin, TX, USA",9/5/25 23:09,6,25
730458,584173,30.2852094,-97.7457902,30.2875504,-97.7491798,"West Campus, W 22nd St, Austin, United States, 78705","2305 Leon Street, Austin, TX, USA",9/5/25 22:54,7,18
730456,67058,30.2423256,-97.747044,30.1805938,-97.6863795,"South Congress, Terrace Dr, Austin, United States, 78704","The Concourse Project, Burleson Road, Austin, TX, USA",9/5/25 23:04,14,26
730455,29731,30.2594238,-97.7383551,30.2633219,-97.7277282,"Downtown, Rainey St, Austin, United States, 78701","Mother's Ruin, East 6th Street, Austin, TX, USA",9/5/25 22:59,10,25
730454,500536,30.2694891,-97.7492384,30.3337551,-97.7217356,"Market District, W 6th St, Austin, United States, 78701","Yellow Rose Cabaret, North Lamar Boulevard, Austin, TX, USA",9/5/25 23:00,11,37
730450,470230,30.2878277,-97.7447703,30.2669106,-97.7391248,"The Drag, Rio Grande St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 22:53,3,20
730439,513005,30.2625856,-97.7133494,30.2662562,-97.7355382,"East Austin, Pedernales St, Austin, United States, 78702","Mala Vida, East 6th Street, Austin, TX, USA",9/5/25 22:59,12,25
730437,81272,30.2896037,-97.7277964,30.2666069,-97.7456374,"Hancock, Medical Arts St, Austin, United States, 78705","Rain, West 4th Street, Austin, TX, USA",9/5/25 22:56,12,24
730434,413492,30.294858,-97.7438123,30.2670288,-97.7383848,"West Campus, Rio Grande St, Austin, United States, 78705","Mala Fama, East 6th Street, Austin, TX, USA",9/5/25 22:53,9,21
730426,585681,30.2878607,-97.74495,30.2677078,-97.7405088,"West Campus, Rio Grande St, Austin, United States, 78705","222 East 6th Street, Austin, TX, USA",9/5/25 22:48,5,19
730425,444130,30.2851019,-97.7431684,30.2671768,-97.7392532,"West Campus, W 22nd St, Austin, United States, 78705","Sixth Street, E 6th St, Austin, United States, 78701",9/5/25 22:49,7,18
730418,351059,30.1795855,-97.7928637,30.2703689,-97.7503908,"South Austin, Belclaire Ln, Austin, United States, 78748","Green Light Social, West 6th Street, Austin, TX, USA",9/5/25 23:01,10,27
730414,128165,30.2714165,-97.7345462,30.268816,-97.7413782,"Red River District, E 11th St, Austin, United States, 78701","Retail Therapy Cocktail Lounge, East 7th Street, Austin, TX, USA",9/5/25 22:49,11,28
730413,34022,30.2644782,-97.7438382,30.290488,-97.748764,"Congress Ave District, Congress Ave, Austin, United States, 78701","University of Texas KA house, Leon Street, Austin, TX, USA",9/5/25 22:50,7,21
730408,384773,30.2516963,-97.7000137,30.2874829,-97.7461563,"Govalle, E Cesar Chavez St, Austin, United States, 78702","The Mark Austin, West 23rd Street, Austin, TX, USA",9/5/25 22:51,9,19
730407,93253,30.290944,-97.742286,30.2672528,-97.7391028,"West Campus, W 26th St, Austin, United States, 78705","Chupacabra Cantina, East 6th Street, Austin, TX, USA",9/5/25 22:45,8,23
730405,34296,30.294479,-97.7724457,30.2672791,-97.7375539,"Tarrytown, Cherry Ln, Austin, United States, 78703","Kingdom, East 7th Street, Austin, TX, USA",9/5/25 22:53,6,25
730403,596030,30.278842,-97.6931316,30.2668333,-97.7382753,"Mlk, Deloney St, Austin, United States, 78721","Sixth Street Historic District, Austin, TX, USA",9/5/25 22:55,9,21
730401,342616,30.2866226,-97.7444197,30.2669106,-97.7391248,"The Drag, W 23rd St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 22:43,7,19
730400,471894,30.2801776,-97.7106616,30.2666069,-97.7456374,"Chestnut, E 17th St, Austin, United States, 78702","Rain, West 4th Street, Austin, TX, USA",9/5/25 22:53,6,23
730399,584116,30.2850394,-97.7436018,30.290488,-97.748764,"West Campus, W 22nd St, Austin, United States, 78705","University of Texas KA house, Leon Street, Austin, TX, USA",9/5/25 22:42,11,18
730391,440309,30.2860133,-97.7436352,30.2669106,-97.7391248,"West Campus, Nueces St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 22:42,9,19
730387,564673,30.3099045,-97.6966999,30.2650779,-97.7286906,"Windsor Park, Cloverleaf Dr, Austin, United States, 78723","The Flower Shop Austin, East 7th Street, Austin, TX, USA",9/5/25 22:48,10,24
730383,42225,30.2674602,-97.7439137,30.274502,-97.765019,"Warehouse District, W 5th St, Austin, United States, 78701","Mean Eyed Cat, West 5th Street, Austin, TX, USA",9/5/25 22:50,12,23
730378,331387,30.2868172,-97.744734,30.2673972,-97.7389788,"The Drag, Rio Grande St, Austin, United States, 78705","Peckerheads, East 6th Street, Austin, TX, USA",9/5/25 22:40,8,20
730372,338463,30.2858385,-97.7464137,30.2703689,-97.7503908,"West Campus, Pearl St, Austin, United States, 78705","Green Light Social, West 6th Street, Austin, TX, USA",9/5/25 22:39,10,25
730361,367170,30.267513,-97.7501706,30.2673972,-97.7389788,"Market District, W 4th St, Austin, United States, 78701","Peckerheads, East 6th Street, Austin, TX, USA",9/5/25 22:40,9,18
730359,188803,30.2876809,-97.745046,30.2673972,-97.7389788,"West Campus, Rio Grande St, Austin, United States, 78705","Peckerheads, East 6th Street, Austin, TX, USA",9/5/25 22:37,6,22
730355,33589,30.3054707,-97.717708,30.2640032,-97.7287525,"Northfield, Depew Ave, Austin, United States, 78751","Latchkey, East 6th Street, Austin, TX, USA",9/5/25 22:45,11,22
730347,97363,30.2728026,-97.7579609,30.2638888,-97.7297462,"West End, W 6th St, Austin, United States, 78703","IYKYK, East 6th Street, Austin, TX, USA",9/5/25 22:39,10,29
730341,278574,30.2832587,-97.6926511,30.2633219,-97.7277282,"Mlk, Perez St, Austin, United States, 78721","Mother's Ruin, East 6th Street, Austin, TX, USA",9/5/25 22:40,8,24
730335,410492,30.2880627,-97.7473249,30.2669106,-97.7391248,"West Campus, W 24th St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 22:29,10,19
730328,75705,30.2951465,-97.7418155,30.2674331,-97.7397601,"North University, Fruth St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/5/25 22:32,13,21
730325,328817,30.287962,-97.7446985,30.290488,-97.748764,"The Drag, W 24th St, Austin, United States, 78705","University of Texas KA house, Leon Street, Austin, Texas, USA",9/5/25 22:28,7,25
730319,113136,30.2453336,-97.7793396,30.2663066,-97.7358631,"South Lamar, S Lamar Blvd, Austin, United States, 78704","Marlow, East 6th Street, Austin, TX, USA",9/5/25 22:40,7,25
730318,340767,30.2906106,-97.7420365,30.2669106,-97.7391248,"The Drag, W 26th St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/5/25 22:29,7,20
730317,251990,30.2697893,-97.748999,30.2619325,-97.722738,"Market District, W 6th St, Austin, United States, 78701","Whisler鈥檚, East 6th Street, Austin, TX, USA",9/5/25 22:28,12,27
730306,550589,30.2595731,-97.6723273,30.2640542,-97.7269458,"Ed Bluestein Blvd, Austin, United States, 78725","Whiskey Tango Foxtrot Sporting Club, East 7th Street, Austin, TX, USA",9/5/25 22:36,7,23
730303,255291,30.266888,-97.7413212,30.2703075,-97.7484259,"Sixth Street, Brazos St, Austin, United States, 78701","Wiggle Room, Nueces Street, Austin, TX, USA",9/5/25 22:27,12,19
730298,77262,30.2749728,-97.7517076,30.328426,-97.7144945,"La Volta Pizza Club, West 10th Street, Austin, TX, USA","Revolve, Will Davis Drive, Austin, TX, USA",9/5/25 22:24,10,22
730294,328921,30.3866288,-97.7379183,30.2876707,-97.7444924,"Gateway, Stonelake Blvd, Austin, United States, 78759","Villas on 24th, Rio Grande Street, Austin, TX, USA",9/5/25 22:36,13,19
730291,62254,30.2451526,-97.7793588,30.2634183,-97.7272288,"South Lamar, S Lamar Blvd, Austin, United States, 78704","HOTEL VEGAS, East 6th Street, Austin, TX, USA",9/5/25 22:27,8,24
730276,90539,30.3067964,-97.7031665,30.2696809,-97.7492075,"Windsor Park, E 51st St, Austin, United States, 78723","The Rustic Tap, West 6th Street, Austin, TX, USA",9/5/25 22:31,14,24
730274,595913,30.2856875,-97.7430068,30.2668333,-97.7382753,"The Drag, San Antonio St, Austin, United States, 78705","Sixth Street Historic District, Austin, TX, USA",9/5/25 22:23,9,18
730273,184695,30.2868512,-97.7450682,30.2639558,-97.7406737,"West Campus, Rio Grande St, Austin, United States, 78705","206 Trinity Street, Austin, TX, USA",9/5/25 22:21,11,20
730267,314217,30.258431,-97.7262615,30.2650779,-97.7286906,"East Cesar Chavez, Chalmers Ave, Austin, United States, 78702","1300 East 7th Street, Austin, TX, USA",9/5/25 22:21,11,24
730266,163107,30.2697211,-97.7493948,30.2662955,-97.7451516,"Market District, W 6th St, Austin, United States, 78701","Coconut Club, Colorado Street, Austin, TX, USA",9/5/25 22:22,14,34
730261,195676,30.2857627,-97.7438438,30.2673972,-97.7389788,"West Campus, Nueces St, Austin, United States, 78705","Peckerheads, East 6th Street, Austin, TX, USA",9/5/25 22:18,9,20
730260,252453,30.2671676,-97.7403175,30.1227369,-97.8244741,"Sixth Street, E 6th St, Austin, United States, 78701","13007 Stagecoach Way, Manchaca, TX 78652, USA",9/5/25 22:20,10,26
